instance_id,global,local,label
24477,0.0,6.044734808101029e-05,1
24477,0.28,6.189743534256847e-05,1
24477,0.31,6.405581811146313e-05,1
24477,0.27,0.0007936884674840373,1
24477,0.41,0.0007949396234364892,1
24477,0.22,5.715776571335884e-05,1
24477,0.31,6.394719173867357e-05,1
24477,0.02,5.9907758536054736e-05,1
24477,0.0,6.0078847745513873e-05,1
24477,0.28,6.193573450996377e-05,1
24477,0.02,6.0965377026475446e-05,1
24477,0.51,0.9378808352171292,1
24477,0.31,6.323499930058667e-05,1
24477,0.0,6.088464200937348e-05,1
24477,0.28,6.205790921811687e-05,1
24477,0.28,6.165412777054126e-05,1
24477,0.51,0.9974596586337151,1
24477,0.02,5.97171199091575e-05,1
24477,0.06,6.169838873726871e-05,1
24477,0.14,5.746490481277571e-05,1
24477,0.0,5.379224415225782e-05,1
24477,0.28,6.283386889544627e-05,1
24477,0.3,6.362353403405664e-05,1
24477,0.07,5.784722090663477e-05,1
24477,0.26,0.0007936884674840373,1
24477,0.0,5.545728923149369e-05,1
24477,0.0,6.061143222815753e-05,1
24477,0.03,5.978074286212478e-05,1
24477,0.51,0.9979856133287421,1
24477,0.5,0.10934511148941771,1
24477,0.02,6.100477120421456e-05,1
24477,0.28,6.181683523267312e-05,1
24477,0.16,5.7350327010074026e-05,1
24477,0.0,5.379224415225782e-05,1
24477,0.02,5.921422090101611e-05,1
24477,0.02,6.1009836640134665e-05,1
24477,0.43,6.501755106855203e-05,1
24477,0.25,6.491013454031156e-05,1
24477,0.03,5.907611691870112e-05,1
24477,0.03,5.9374433406646094e-05,1
24477,0.23,5.680670499957848e-05,1
24477,0.0,5.557025049236951e-05,1
24477,0.0,5.4635824199351496e-05,1
24477,0.42,0.0007936824335473886,1
24477,0.04,5.864955197573093e-05,1
24477,0.03,5.8898778385270245e-05,1
24477,0.0,5.612349985225541e-05,1
24477,0.31,6.329666334323407e-05,1
24477,0.0,5.493562959656068e-05,1
24477,0.02,5.969030260919477e-05,1
24477,0.17,5.732423699365401e-05,1
24477,0.28,6.184885053732627e-05,1
24477,0.04,5.864554615050366e-05,1
24477,0.0,5.636394695593741e-05,1
24477,0.0,6.034651134124428e-05,1
24477,0.28,6.200083566617472e-05,1
24477,0.0,6.068601705280746e-05,1
24477,0.05,6.154026613375694e-05,1
24477,0.06,5.821798012090034e-05,1
24477,0.02,5.916222407272321e-05,1
24477,0.07,5.8086591355404856e-05,1
24477,0.02,5.9173398715829976e-05,1
24477,0.12,5.760447982694533e-05,1
24477,0.0,5.4571087473638254e-05,1
24477,0.02,6.108606416482899e-05,1
24477,0.03,5.902555227822801e-05,1
24477,0.0,5.488260511533545e-05,1
24477,0.28,6.212750248269082e-05,1
24477,0.17,5.7284070208785206e-05,1
24477,0.0,6.06336517307465e-05,1
24477,0.31,6.311543365719339e-05,1
24477,0.0,6.0911006689918124e-05,1
24477,0.28,6.46684069188751e-05,1
24477,0.0,5.6183278134621956e-05,1
24477,0.28,6.19054459878129e-05,1
24477,0.07,5.804410972657496e-05,1
24477,0.15,5.740807568583392e-05,1
24477,0.06,5.840961640087782e-05,1
24477,0.03,5.934190662266041e-05,1
24477,0.0,6.0648811882545316e-05,1
24477,0.0,5.641566805222889e-05,1
24477,0.31,6.376084296051935e-05,1
24477,0.28,6.213810402773773e-05,1
24477,0.01,5.5296020845841594e-05,1
24477,0.51,0.9967010624182813,1
24477,0.42,0.000791107800190792,1
24477,0.27,6.481944591389219e-05,1
24477,0.03,5.980645636874884e-05,1
24477,0.23,5.6732044553037995e-05,1
24477,0.28,6.434377979860999e-05,1
24477,0.04,5.913518826844351e-05,1
24477,0.39,6.498733881474432e-05,1
24477,0.02,6.11978035329525e-05,1
24477,0.31,6.404785357874549e-05,1
24477,0.28,6.17370663052175e-05,1
24477,0.3,6.303129576946884e-05,1
24477,0.0,6.048496049134548e-05,1
24477,0.4,0.003726781893492872,1
24477,0.0,6.090353464344195e-05,1
24477,0.28,6.190415406202173e-05,1
24477,0.42,0.0007905114506941844,1
24477,0.0,5.580864387479749e-05,1
24477,0.0,5.606471482389134e-05,1
24477,0.31,6.402037990403206e-05,1
24477,0.0,5.638902523728848e-05,1
24477,0.42,0.0007933463659470075,1
24477,0.04,5.89841716517727e-05,1
24477,0.07,5.782909570756717e-05,1
24477,0.42,0.000792375765742756,1
24477,0.51,0.9943978444785081,1
24477,0.41,0.0007949396690968435,1
24477,0.31,6.378055659741451e-05,1
24477,0.14,5.7440637192914886e-05,1
24477,0.42,0.0007933071059560814,1
24477,0.03,5.949520260294195e-05,1
24477,0.32,6.339035029548155e-05,1
24477,0.31,6.393644721296704e-05,1
24477,0.01,5.9894795671710545e-05,1
24477,0.28,6.268686085324468e-05,1
24477,0.32,6.384165346075416e-05,1
24477,0.28,6.181047446633056e-05,1
24477,0.21,5.6635841879998185e-05,1
24477,0.05,6.152483294688726e-05,1
24477,0.5,6.538874063636892e-05,1
24477,0.07,5.8010565877741186e-05,1
24477,0.01,5.9913872680957324e-05,1
24477,0.03,5.8908970576978555e-05,1
24477,0.41,0.0008087600149465003,1
24477,0.28,6.29034272550621e-05,1
24477,0.28,6.192422657983208e-05,1
24477,0.07,5.7752196565121946e-05,1
24477,0.28,6.240958068763515e-05,1
24477,0.07,5.8080149117677034e-05,1
24477,0.0,6.056144126660432e-05,1
24477,0.06,5.82127242124962e-05,1
24477,0.28,6.291885143567916e-05,1
24477,0.28,6.254779491204196e-05,1
24477,0.02,5.9706010649356004e-05,1
24477,0.28,6.188221770315557e-05,1
24477,0.22,5.665711559364972e-05,1
24477,0.0,5.5336216525459116e-05,1
24477,0.28,6.204147216726493e-05,1
24477,0.02,6.104716434179949e-05,1
24477,0.28,6.276471838654316e-05,1
24477,0.16,0.0007936884674840373,1
24477,0.31,6.39259467475255e-05,1
24477,0.19,5.7376439018132246e-05,1
24477,0.29,6.458270777254887e-05,1
24477,0.0,5.591405195433799e-05,1
24477,0.03,5.8816801486532335e-05,1
24477,0.0,6.0203467261740753e-05,1
24477,0.54,0.9974340666931312,1
24477,0.07,5.783834637379681e-05,1
24477,0.12,5.755913644375925e-05,1
24477,0.0,6.0095814376687e-05,1
24477,0.07,5.811750868694914e-05,1
24477,0.28,6.46195228257854e-05,1
24477,0.23,5.6701203394669405e-05,1
24477,0.0,5.6474792770365984e-05,1
24477,0.03,5.889966556498839e-05,1
24477,0.05,5.868993880126971e-05,1
24477,0.42,0.0007926849474031228,1
24477,0.31,6.394466265454347e-05,1
24477,0.0,6.0761684672817034e-05,1
24477,0.0,5.6214541659851894e-05,1
24477,0.3,6.354791972165464e-05,1
24477,0.21,5.696961098708699e-05,1
24477,0.0,5.5161064339166206e-05,1
24477,0.27,6.48549765686509e-05,1
24477,0.05,6.159304544282629e-05,1
24477,0.32,6.383655598876915e-05,1
24477,0.05,6.15995591919266e-05,1
24477,0.3,6.359487378240731e-05,1
24477,0.06,5.816039909353553e-05,1
24477,0.23,5.6854883949589965e-05,1
24477,0.28,6.293809242687364e-05,1
24477,0.12,5.763771665392951e-05,1
24477,0.07,5.802781389379352e-05,1
24477,0.03,5.883789334444714e-05,1
24477,0.0,6.050997359898677e-05,1
24477,0.03,5.9307741614830615e-05,1
24477,0.0,5.571881265695693e-05,1
24477,0.06,5.818592645058106e-05,1
24477,0.0,5.379224415225782e-05,1
24477,0.28,6.272828977184775e-05,1
24477,0.0,5.4974177098842474e-05,1
24477,0.21,5.661912677254325e-05,1
24477,0.0,6.063444084978804e-05,1
24477,0.07,5.78561386934156e-05,1
24477,0.52,0.9980059711506502,1
24477,0.0,5.5990458141546175e-05,1
24477,0.05,6.141126510023e-05,1
24477,0.0,6.030683933442846e-05,1
24477,0.0,5.6405830670993016e-05,1
24477,0.28,6.247153202496008e-05,1
24477,0.01,5.9836149180524915e-05,1
24477,0.31,6.327529381594169e-05,1
24477,0.31,6.346944131523955e-05,1
24477,0.41,0.0007936884674840373,1
24477,0.5,6.542804002935454e-05,1
24477,0.03,5.913965456603055e-05,1
24477,0.02,5.959617730028245e-05,1
24477,0.29,6.451633547464371e-05,1
24477,0.28,6.283999302299518e-05,1
24477,0.28,6.27836848622924e-05,1
24477,0.01,5.503224987259341e-05,1
24477,0.0,6.036029864141968e-05,1
24477,0.07,5.7861390182207027e-05,1
24477,0.05,6.145811906058498e-05,1
24477,0.0,6.009689004325974e-05,1
24477,0.31,6.379617963357827e-05,1
24477,0.05,6.159405109493802e-05,1
24477,0.31,6.332981128740801e-05,1
24477,0.03,5.8799958486587426e-05,1
24477,0.18,5.715814278172929e-05,1
24477,0.03,5.8996645264495375e-05,1
24477,0.0,6.038642846887962e-05,1
24477,0.28,6.194040739637589e-05,1
24477,0.26,0.0007936884674840373,1
24477,0.0,6.029621389975085e-05,1
24477,0.2,5.711921938415711e-05,1
24477,0.02,5.922099297112747e-05,1
24477,0.03,5.880979344197934e-05,1
24477,0.28,6.219636388415744e-05,1
24477,0.0,5.517405261786782e-05,1
24477,0.0,6.067431514212598e-05,1
