commit_id,la,nd,ns,ent,nrev,rtime,self,ndev,age,app,rrexp,asawr,rsawr,pred,defective_prob,defect
71f2184c617123b90f8e911056f23e3346c7c592,40,3,1,0.808641211413214,5.0,6.385451388888889,0,8.0,4.153802083333333,2.0,664.0,0.0223463687150838,0.7932960893854749,True,0.5415492558447949,True
5d0ccceb20780fdd3adf519d3f8e6b80b1844407,190,7,1,0.8394697103898472,25.0,15.18162037037037,0,164.0,0.833136574074074,2.0,1931.0,0.1223404255319148,0.3618794326241135,True,0.9465281902985584,True
ef8017ff798c2a1bc548af6f0356b1aab3cfb0e2,226,3,1,0.7054874343891098,7.0,23.16371527777778,0,68.0,2.1955362654320987,3.0,1476.0,0.0074375774747653,0.277138303523995,True,0.6535593978081117,True
5608249c437ca92d81ecc54c2ad02bb510491298,12,2,1,0.6500224216483541,4.0,54.335451388888885,0,25.0,0.13554398148148147,4.0,2542.0,0.0501062322946175,0.4801699716713881,True,0.5995678833103074,True
6277f8aa9af4785170c7d750682093992320e785,49,3,1,0.9617861923084388,6.0,62.36559027777778,0,117.0,4.983263888888889,3.0,2521.0,0.0010615711252653,0.4909766454352441,True,0.6455217268468243,True
957533f685caf9ffc0d9cad569598455d59ade34,121,5,1,0.8636290826310419,7.0,19.054421296296297,0,4.0,7.935347222222222,5.0,1364.0,0.1979166666666666,0.9114583333333334,True,0.5554495462125854,True
a61e36e1117586bd273ed107e32b44ae771a38bb,53,4,1,0.9877359431019634,5.0,14.482893518518518,0,21.0,8.599675925925926,5.0,1678.0,0.0507425742574257,0.2966760961810467,True,0.5103560382834221,True
122d4e0865c8d3b3ae73f051e8e246706e59f7b9,1217,13,1,0.7878433012074582,8.0,78.77621527777778,0,86.0,4.128952959656085,3.0,827.0,0.00238379022646,0.8736591179976162,True,0.8208063648750313,True
96677735f6d8f1f5b6380127956921f719aab799,525,2,1,0.7070224560629349,29.0,20.117372685185185,0,7.0,4.1448784722222225,1.0,98.0,0.0023809523809523,0.1047619047619047,True,0.9597275039720858,True
b4ab27714538cef3f7c977dadc6616e02aba3f56,537,2,1,0.997799733753238,3.0,1.0148726851851853,0,28.0,1.8182175925925925,2.0,1004.0,0.1512100335629747,0.1736442324677618,True,0.6573023580015193,True
10593c2eaf4eff4edb13b70f023acbbf743f129f,186,9,1,0.7573253294004106,10.0,19.790243055555553,0,161.0,2.3723637820512824,2.0,538.0,0.1228379809389339,0.0933639251676667,True,0.6475651643466861,True
ba4ed39616c3c6fabf24ca390c7037877c672fba,288,4,1,0.7768290643564466,9.0,18.024143518518517,0,7.0,2.3994510582010586,2.0,803.0,0.2551020408163265,0.8571428571428571,True,0.7206440492702274,True
08b2433dddc6e38448b3648c47b44acb595b5014,231,10,1,0.9398357008677676,6.0,156.04135416666665,0,137.0,3.0914988425925927,2.0,2156.0,0.007410021171489,0.446894848270995,True,0.6712243618547702,True
aeda1f6e64f77cd8e54b434be8083f5f6e66237c,549,4,1,0.6456854071645841,36.0,80.54638888888888,0,62.0,1.9281192129629632,4.0,965.0,0.0007050943063634,0.168164992067689,True,0.9742276676485953,True
2c62e344e26ccba08d5c613a7c4a40a0f076901e,164,2,1,0.9593795191444578,17.0,73.86623842592593,0,143.0,0.8043923611111111,4.0,2621.0,0.0674533286368439,0.452448045086298,True,0.8523398073598837,True
9ab69dbdecd61d273e816503ba08dce077b3614b,320,2,1,0.7024937655542477,3.0,1.0048148148148148,0,124.0,0.06972222222222223,2.0,1015.0,0.1515311510031678,0.1751143963393171,True,0.5532731993014379,True
207a7825fbcc69c4c3d4bfefd8e9c33978162ed9,100,4,1,0.872061921377721,15.0,24.437303240740743,0,48.0,4.218762125220458,2.0,405.0,0.0258215962441314,0.4565727699530516,True,0.7517935760364963,True
38b48dd704fa648223bc98f7f5c60a1df666ae87,36,2,1,0.9798687566511528,9.0,8.07101851851852,0,12.0,1.6317592592592591,3.0,886.0,0.1056910569105691,0.9419279907084784,True,0.6332241535964578,True
ca821483afeee9cbddc7d005cbf1af7986c8b882,186,2,1,0.905588695709538,7.0,16.533564814814813,0,25.0,8.930844907407407,1.0,1328.0,0.0080574531441583,0.2497810474689087,True,0.7076465646388899,True
