commit_id,la,ld,nd,ns,ent,nrev,rtime,hcmt,self,ndev,age,app,asexp,rsexp,asawr,rsawr,pred,defective_prob,defect
f5dbc876378ae58a7bdfe1e9664fc81caca18dfb,256,200,6,1,0.7635523732468474,8.0,64.79675925925926,36.0,0,37.0,26.73242283950617,2.0,53.0,1505.0,0.0038458799230824,0.1072573178548536,True,0.77,True
602bd9873786ccadcb67da3036329f3122555cf8,45,13,2,1,0.7027258084566989,3.0,1.994351851851852,6.0,0,74.0,5.321927083333333,4.0,266.0,1840.0,0.018924091005741,0.1304840881706712,True,0.58,True
9d75626b1073113d77988bcb52e99215d5af4787,61,24,4,1,0.793938326034681,4.0,7.069467592592592,15.0,0,35.0,2.3815393518518517,3.0,161.0,1088.0,0.0113255033557046,0.0761325503355704,True,0.7,True
3168c94577cc604fd033ce4e741da5c411f74666,430,5,1,1,0.5437823060556216,16.0,19.375763888888887,14.0,0,20.0,29.04525462962963,3.0,1420.0,1711.0,0.0974355458036204,0.1173889193636862,True,0.67,True
23bdca417bde716c79168ab372083fd885607123,1349,42,1,1,0.3283788691691695,29.0,63.061030092592596,15.0,0,0.0,0.0,1.0,124.0,875.0,0.0085540272360227,0.0599466228700472,True,0.55,True
438211ec627073817fcaf6d3a07b76f2aa5d90e0,47,21,2,1,0.5134185800438723,8.0,6.214976851851851,4.0,0,55.0,0.8600810185185185,4.0,173.0,1813.0,0.0118852459016393,0.1239071038251366,True,0.73,True
d8090022f66cc6cff6af5ed2ae702212fd172ff7,232,72,2,1,0.7141742501306937,6.0,29.07630787037037,10.0,0,54.0,5.669372427983539,3.0,1444.0,1604.0,0.0975231153404872,0.1083215225754201,True,0.66,True
06eaeb0ac8d861cf3e60b11a8fbbabdeef1d6759,64,446,6,2,0.6371567115193458,9.0,1.6978472222222223,7.0,0,37.0,1.8199169389978216,2.0,1017.0,2486.0,0.0588235294117647,0.1437073847220617,True,0.55,True
4dbf574b7acb7ae8f852219700afa95f8d568f0e,88,15,1,1,0.1739849984142786,10.0,13.227824074074073,9.0,0,35.0,5.005347222222222,3.0,185.0,2144.0,0.0124381436404975,0.1434398823057376,True,0.81,True
2eb28f51ce4150fa03b2ddde8c39b502ae57d18a,453,436,1,1,0.7977501270133041,2.0,1.1023842592592592,1.0,0,26.0,24.594423926767675,2.0,246.0,479.0,0.0164985638901876,0.0320619865072473,True,0.55,True
61b56a89a1cf8a388ff925492700e5eef019c3aa,269,236,3,2,0.3657174063787325,11.0,38.64844907407407,14.0,0,29.0,0.9999652777777778,3.0,56.0,2288.0,0.0032502708559046,0.1305240348976449,True,0.52,True
07860794da5863610f38295c9d517fc457c5de95,434,244,4,3,0.6161782163637494,8.0,2.150648148148148,7.0,0,4.0,15.18434650997151,2.0,1052.0,1138.0,0.0583411823369715,0.063105989251482,True,0.53,True
b508dc98a5085df6ea44b154177fbb6d8b0e8434,145,184,1,1,0.0903989563901628,27.0,47.08806712962963,26.0,0,15.0,69.04293981481482,3.0,358.0,2558.0,0.0237701118982983,0.1694365357875918,True,0.66,True
b449791c3565940e701c68b3f705014804af0c2b,605,564,7,3,0.4562026400612382,8.0,57.018483796296294,13.0,0,50.0,37.2491087962963,2.0,649.0,832.0,0.0369024639491313,0.0472919268763483,True,0.59,True
3abecf2ee9fc724af571f8c7da4302f7bee9eadb,208,2,2,1,0.4932449890020136,15.0,24.446319444444445,5.0,0,3.0,23.800162037037037,2.0,582.0,1007.0,0.0384869289675204,0.066543438077634,True,0.56,True
d8d903826daa8db49e437b76fb80693ab8feb01e,331,602,8,4,0.797450155731493,6.0,26.926342592592594,3.0,0,13.0,5.218802083333333,2.0,81.0,118.0,0.0044933968984601,0.0065209052550824,True,0.62,True
5b456c8da4462f9e11fa4da78a9e6ea86423a1e8,1393,73,3,1,0.5699503169741562,29.0,32.79832175925926,2.0,0,51.0,4.804430727023319,2.0,1001.0,2365.0,0.0654132393262828,0.1544588066327197,True,0.67,True
37ca2224eca671200a2710f57f970d2993e62aa5,150,41,3,2,0.3688984989863449,14.0,54.94542824074074,17.0,0,33.0,17.809641203703702,2.0,263.0,2090.0,0.0145719489981785,0.1154164596787547,True,0.67,True
fd619946be51784dc709363324897be6af144c52,132,265,1,1,0.7456022767817221,9.0,79.6279050925926,28.0,0,25.0,19.648205054012347,4.0,90.0,154.0,0.005835577786328,0.009939720405284,True,0.57,True
0ed9f7496656fa0ea52d703c7fddff26c2192857,1411,347,10,3,0.6544675288847546,14.0,21.838530092592592,10.0,1,11.0,5.790427777777778,1.0,98.0,98.0,0.0054419525065963,0.0054419525065963,True,0.57,True
a25b1fdf7d642d9f252fbfa1789efaa32e03b994,581,4,2,1,0.8443586364095333,14.0,24.23334490740741,4.0,0,4.0,5.196304976851851,2.0,244.0,346.0,0.0156789965442211,0.0222065787789581,True,0.72,True
2a11286469bf28b348821f015d72f8cb06f54b95,290,224,2,1,0.703324229743491,2.0,1.9048726851851852,5.0,0,5.0,5.745715939153439,3.0,381.0,1909.0,0.0244245524296675,0.1221227621483376,True,0.59,True
42cfb5fe4daa586f382bde6936b0ee33b5298f4d,271,3,2,2,0.801183018749957,8.0,166.22858796296296,12.0,0,40.0,71.40755439814815,2.0,109.0,2211.0,0.0060244263103127,0.1211457363491976,True,0.55,True
9c82c105a1886473ca144b802ce9f5bec01e35e8,193,183,2,1,0.5944643873514951,8.0,11.258576388888889,12.0,0,5.0,3.370396412037037,2.0,173.0,1230.0,0.0110217267371888,0.0779755495027554,True,0.78,True
aed9a8d49b7470de6809c3bf747b14c7150d7ae6,339,296,1,1,0.7491275545255207,8.0,11.776481481481483,19.0,0,25.0,6.865449074074075,5.0,95.0,895.0,0.006072490353596,0.0566765766335631,True,0.77,True
19b7afca523f221494bd165680f1aa9ddf3a0e31,548,0,1,1,0.3117806148878028,6.0,12.630972222222221,6.0,0,14.0,1.6369907407407407,2.0,305.0,2466.0,0.019160926737633,0.1544771446462116,True,0.73,True
52fc0a95a109d2e9fa279eeb0284a8178563080b,45,7,1,1,0.1370994788998177,5.0,126.1304050925926,8.0,0,8.0,6.545046296296296,2.0,55.0,2942.0,0.0034982508745627,0.1838455772113943,True,0.73,True
d6d119ac6e606a30993bfea1ac3309f74d15bedc,311,66,4,1,0.4320253433198568,6.0,156.02760416666666,8.0,0,35.0,52.03270543981481,3.0,17.0,531.0,0.0011236656470441,0.0332105624570822,True,0.59,True
f89f099c55576992b39a8021aace64ff32747624,293,129,1,1,0.6814637990599882,7.0,7.0234375,10.0,0,29.0,2.9732365319865317,3.0,13.0,810.0,0.0008658008658008,0.0501546072974644,True,0.64,True
0eade30f37980c38b14d5cfa475837d15b69a8c5,563,349,3,2,0.651800074328501,12.0,6.660787037037037,13.0,0,6.0,2.2844328703703702,3.0,453.0,869.0,0.0272247541376828,0.0521707843607579,True,0.78,True
87f475cbdb89fcbfbce68c3b676a240bb255a6d9,344,207,2,1,0.780836526027901,6.0,2.6899305555555557,3.0,0,10.0,1.10060546875,2.0,2376.0,2668.0,0.1465836211149482,0.1645905278737049,True,0.56,True
e07e1931ac3d2e270d7696f631aba39ea54ba3c4,84,14,1,1,0.6274409950889022,4.0,12.025347222222223,6.0,0,4.0,1.890787037037037,2.0,439.0,2015.0,0.0271303489949438,0.1243063263041065,True,0.51,True
